L1   thessaloniki_tma_135135 36 6.73709 2.5 0.602504 0.619773
H1   thessaloniki_tma_135135 36 9.79854 2.5 0.666145 0.666145
V1   thessaloniki_tma_135135 36 0.7424 2.5 0.00728089 0.0391407
L1   thessaloniki_tma_135135 19 10.2952 2.5 0.686177 0.686177
H1   thessaloniki_tma_135135 19 10.5773 2.5 0.762903 0.762903
V1   thessaloniki_tma_135135 19 2.44822 2.5 0.0113087 0.346133
L1   thessaloniki_tma_135135 3 8.85775 2.5 0.653451 0.653451
H1   thessaloniki_tma_135135 3 11.313 2.5 0.635175 0.635175
V1   thessaloniki_tma_135135 3 0.733227 2.5 -0.0517726 0.410609
L1   thessaloniki_tma_135135 34 10.7345 2.5 0.800565 0.800565
H1   thessaloniki_tma_135135 34 8.99584 2.5 0.723781 0.723781
V1   thessaloniki_tma_135135 34 2.27944 2.5 0.0461365 0.185669
L1   thessaloniki_tma_135135 34 12.7346 2.5 0.779851 0.779851
H1   thessaloniki_tma_135135 34 10.69 2.5 0.777084 0.777084
V1   thessaloniki_tma_135135 34 3.17182 2.5 0.0456619 0.230915
L1   thessaloniki_tma_135135 34 11.4591 2.5 0.796631 0.796631
H1   thessaloniki_tma_135135 34 9.43699 2.5 0.794015 0.794015
V1   thessaloniki_tma_135135 34 2.43628 2.5 0.0136038 0.0389962
L1   thessaloniki_tma_135135 31 10.1824 2.5 0.801807 0.801807
H1   thessaloniki_tma_135135 31 9.09447 2.5 0.725246 0.725246
V1   thessaloniki_tma_135135 31 1.78115 2.5 0.0891734 0.208213
L1   thessaloniki_tma_135135 12 8.6919 2.5 0.688184 0.688184
H1   thessaloniki_tma_135135 12 10.4665 2.5 0.677926 0.677926
V1   thessaloniki_tma_135135 12 1.44932 2.5 -0.0122513 0.124068
L1   thessaloniki_tma_135135 29 11.1786 2.5 0.735419 0.735419
H1   thessaloniki_tma_135135 29 10.542 2.5 0.734306 0.734306
V1   thessaloniki_tma_135135 29 1.0545 2.5 0.0924645 0.545588
L1   thessaloniki_tma_135135 21 10.1241 2.5 0.81698 0.81698
