L1   thessaloniki_dd2_135135 14 11.9829 2.5 0.751654 0.751654
H1   thessaloniki_dd2_135135 14 12.2864 2.5 0.758291 0.758291
V1   thessaloniki_dd2_135135 14 1.22708 2.5 0.0337838 0.214106
L1   thessaloniki_dd2_135135 26 11.8454 2.5 0.748438 0.748438
H1   thessaloniki_dd2_135135 26 11.122 2.5 0.753522 0.753522
V1   thessaloniki_dd2_135135 26 2.07287 2.5 0.112683 0.159152
L1   thessaloniki_dd2_135135 26 12.4891 2.5 0.699764 0.699764
H1   thessaloniki_dd2_135135 26 9.51989 2.5 0.655778 0.682879
V1   thessaloniki_dd2_135135 26 2.23755 2.5 -0.00824549 0.0175924
L1   thessaloniki_dd2_135135 8 12.0413 2.5 0.795442 0.795442
H1   thessaloniki_dd2_135135 8 10.1983 2.5 0.785939 0.785939
V1   thessaloniki_dd2_135135 8 1.55874 2.5 -0.137017 0.291171
L1   thessaloniki_dd2_135135 20 11.1238 2.5 0.724617 0.724617
H1   thessaloniki_dd2_135135 20 10.458 2.5 0.703014 0.703014
V1   thessaloniki_dd2_135135 20 2.81821 2.5 -0.0264129 0.19826
L1   thessaloniki_dd2_135135 20 13.1346 2.5 0.698454 0.698454
H1   thessaloniki_dd2_135135 20 10.3819 2.5 0.743004 0.743004
V1   thessaloniki_dd2_135135 20 2.42449 2.5 0.196981 0.198836
L1   thessaloniki_dd2_135135 12 11.4715 2.5 0.78905 0.78905
H1   thessaloniki_dd2_135135 12 13.1235 2.5 0.822044 0.822044
V1   thessaloniki_dd2_135135 12 0.954515 2.5 -0.0413433 0.699212
L1   thessaloniki_dd2_135135 12 13.0751 2.5 0.795564 0.795564
H1   thessaloniki_dd2_135135 12 12.7707 2.5 0.784394 0.784394
V1   thessaloniki_dd2_135135 12 0.990994 2.5 0.0119168 0.289429
L1   thessaloniki_dd2_135135 30 11.5497 2.5 0.736977 0.736977
H1   thessaloniki_dd2_135135 30 12.0378 2.5 0.738018 0.738018
V1   thessaloniki_dd2_135135 30 2.25594 2.5 -0.00424224 0.0124193
L1   thessaloniki_dd2_135135 30 12.4694 2.5 0.840063 0.840063
H1   thessaloniki_dd2_135135 30 12.8172 2.5 0.81904 0.81904
V1   thessaloniki_dd2_135135 30 1.11588 2.5 0.0058206 0.0205338
L1   thessaloniki_dd2_135135 30 11.871 2.5 0.789985 0.789985
H1   thessaloniki_dd2_135135 30 12.7197 2.5 0.79353 0.79353
V1   thessaloniki_dd2_135135 30 1.68004 2.5 0.0301991 0.0870167
L1   thessaloniki_dd2_135135 19 9.25205 2.5 0.850609 0.850609
H1   thessaloniki_dd2_135135 19 11.4107 2.5 0.798615 0.798615
V1   thessaloniki_dd2_135135 19 2.25546 2.5 0.0138888 0.457987
L1   thessaloniki_dd2_135135 28 7.81697 2.5 0.509632 0.509632
H1   thessaloniki_dd2_135135 28 9.83442 2.5 0.480842 0.480842
