1.313340e+03	2.120851e-02	-8.062354e-02	1.872322e-06	-2.137198e-02	-4.759870e-05	1.819681e-04
1.325730e+03	4.070558e-02	-7.240428e-02	-1.183422e-05	-4.064846e-02	-4.899288e-05	-7.956617e-05
1.338120e+03	5.752183e-02	-5.970017e-02	2.360882e-05	-5.741187e-02	-5.496280e-06	-1.208617e-04
1.350510e+03	7.078914e-02	-4.334164e-02	1.355408e-05	-7.079760e-02	-2.380098e-05	-9.192081e-06
1.362900e+03	7.970918e-02	-2.432636e-02	2.400885e-05	-7.995302e-02	6.218737e-06	2.815212e-04
1.375290e+03	8.318384e-02	-3.057652e-03	3.324988e-05	-8.358508e-02	5.126524e-06	4.347666e-04
1.387680e+03	8.107050e-02	1.855350e-02	2.126099e-05	-8.146861e-02	9.560428e-05	3.544108e-04
1.400070e+03	7.332284e-02	3.843759e-02	2.455912e-05	-7.347545e-02	1.130773e-05	1.484910e-04
1.412460e+03	6.123640e-02	5.523405e-02	5.908296e-06	-6.124920e-02	6.812032e-05	7.421417e-05
1.424850e+03	4.517156e-02	6.905031e-02	-7.362226e-06	-4.537504e-02	2.680663e-05	2.259926e-04
1.437240e+03	2.630276e-02	7.846062e-02	-2.578518e-05	-2.674828e-02	4.148704e-05	4.661490e-04
1.449630e+03	5.368122e-03	8.256111e-02	-2.809008e-05	-5.886986e-03	3.544473e-05	5.104504e-04
1.462020e+03	-1.574506e-02	8.097937e-02	-2.200956e-05	1.544058e-02	-4.973013e-06	3.064614e-04
1.474410e+03	-3.553398e-02	7.434545e-02	-5.262960e-05	3.534404e-02	1.184113e-05	1.943327e-04
1.486800e+03	-5.325921e-02	6.320688e-02	-2.284557e-05	5.300935e-02	-4.497634e-07	2.856720e-04
1.499190e+03	-6.801979e-02	4.786537e-02	-5.462273e-05	6.752734e-02	-8.003369e-06	4.993890e-04
1.511580e+03	-7.835008e-02	2.905416e-02	-2.177833e-05	7.777324e-02	-3.591665e-06	5.469562e-04
1.523970e+03	-8.319463e-02	7.682721e-03	-2.671998e-06	8.269598e-02	-8.299651e-06	5.359393e-04
1.536360e+03	-8.212027e-02	-1.429846e-02	4.585764e-05	8.179778e-02	4.107898e-06	3.504394e-04
1.548750e+03	-7.559294e-02	-3.463275e-02	-6.170607e-05	7.549879e-02	-1.830311e-05	1.713456e-04
1.561140e+03	-6.452508e-02	-5.320075e-02	-1.051850e-05	6.427292e-02	-2.206791e-05	2.945429e-04
1.573530e+03	-4.884330e-02	-6.862916e-02	-2.794097e-06	4.835698e-02	-2.455137e-05	5.123539e-04
1.585920e+03	-2.950028e-02	-7.918985e-02	-4.159504e-06	2.901629e-02	-2.886943e-05	5.564454e-04
1.598310e+03	-7.240897e-03	-8.408689e-02	-5.898384e-06	6.847936e-03	-4.947045e-05	4.215016e-04
1.610700e+03	1.520942e-02	-8.301718e-02	-2.381827e-05	-1.542314e-02	-8.793093e-05	1.993044e-04
1.623090e+03	3.672515e-02	-7.642166e-02	3.818508e-05	-3.692121e-02	-2.479093e-05	1.921179e-04
1.635480e+03	5.604909e-02	-6.449198e-02	3.011861e-05	-5.636371e-02	-4.641458e-05	3.167102e-04
1.647870e+03	7.211818e-02	-4.722782e-02	3.474458e-05	-7.251269e-02	-1.654192e-05	4.472062e-04
1.660260e+03	8.264838e-02	-2.590050e-02	5.924227e-05	-8.312080e-02	-1.390306e-05	4.938993e-04
1.672650e+03	8.661740e-02	-1.995759e-03	5.831871e-05	-8.677316e-02	1.658036e-05	2.307853e-04
1.685040e+03	8.431624e-02	2.217865e-02	5.309097e-05	-8.441837e-02	4.560896e-06	1.162484e-05
1.697430e+03	7.546935e-02	4.490468e-02	4.098329e-05	-7.545913e-02	9.483321e-05	1.035686e-06
1.709820e+03	6.041609e-02	6.457328e-02	3.334741e-05	-6.046056e-02	3.707420e-05	1.001184e-04
1.722210e+03	3.984309e-02	7.961272e-02	2.155125e-05	-4.004234e-02	5.478035e-05	1.364332e-04
1.734600e+03	1.557696e-02	8.789354e-02	-2.772377e-05	-1.556046e-02	6.585402e-05	3.433460e-05
1.746990e+03	-1.033489e-02	8.894186e-02	-2.043976e-05	1.039386e-02	5.123819e-05	-1.012476e-04
1.759380e+03	-3.535393e-02	8.274738e-02	-6.925032e-05	3.564081e-02	5.781078e-05	-2.536724e-04
1.771770e+03	-5.847085e-02	6.956883e-02	-4.577886e-05	5.863292e-02	2.702892e-05	-1.535815e-04
1.784160e+03	-7.722163e-02	4.990425e-02	-3.135049e-05	7.722221e-02	1.348742e-05	-8.148053e-06
1.796550e+03	-8.945569e-02	2.474359e-02	-2.555398e-05	8.932855e-02	1.134126e-05	1.247167e-05
1.808940e+03	-9.267408e-02	-3.463168e-03	-8.999088e-05	9.288779e-02	-3.675371e-07	-1.911961e-04
1.821330e+03	-8.754068e-02	-3.151807e-02	-5.572627e-05	8.797063e-02	-1.543370e-05	-4.093495e-04
1.833720e+03	-7.434934e-02	-5.687765e-02	-2.160201e-05	7.465500e-02	-1.187315e-05	-3.641204e-04
1.846110e+03	-5.375264e-02	-7.744589e-02	-7.646780e-05	5.414583e-02	-5.560898e-05	-3.393392e-04
1.858500e+03	-2.741929e-02	-9.124893e-02	-3.711186e-05	2.765250e-02	-7.492774e-05	-2.235939e-04
1.870890e+03	2.528367e-03	-9.547761e-02	3.874282e-06	-2.283627e-03	-7.899183e-05	-2.388548e-04
1.883280e+03	3.270962e-02	-9.033035e-02	1.633236e-05	-3.238518e-02	-8.162921e-05	-3.342940e-04
1.895670e+03	5.962241e-02	-7.589776e-02	4.473080e-05	-5.920941e-02	-1.151154e-04	-3.943818e-04
1.908060e+03	8.118777e-02	-5.333207e-02	9.389216e-05	-8.088106e-02	-2.805644e-05	-3.054979e-04
1.920450e+03	9.458002e-02	-2.470374e-02	1.078563e-04	-9.441415e-02	-6.080295e-05	-1.836233e-04
1.932840e+03	9.754319e-02	7.481750e-03	1.053275e-04	-9.744319e-02	2.409919e-05	-1.007490e-04
1.945230e+03	9.038914e-02	3.947563e-02	8.554348e-05	-9.029059e-02	7.392047e-05	-1.539126e-04
1.957620e+03	7.272701e-02	6.706757e-02	6.553646e-05	-7.251727e-02	8.276997e-05	-2.104995e-04
