1.10631698138417983055e+09	1.10631698138413310051e+09	1.10631698141733407974e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	1.66620050711346664229e+02	1.75547500824324864688e+00	-6.23930102859381996439e+00	-4.94722763744413072118e+01	1.47981169207714572167e+02	-3.72369319924906958477e+04	2.23175278999101738009e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-3.71366100347731844522e+01	8.67365845948814495614e-01	2.86070671901086281963e+00	0	
1.10631698138417983055e+09	1.10631698138413167000e+09	1.10631698138791513443e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	3.67954137858164983754e+02	1.77019740984348561419e+00	-6.23930102859381996439e+00	-4.99949961828307536393e+01	1.49549328632882918555e+02	-3.72288055376077463734e+04	1.22638537992611145455e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-2.90101551518237101845e+01	8.67365845948814495614e-01	4.86394485322253267157e+00	0	
1.10631698138417983055e+09	1.10631698138413977623e+09	1.10631698140598154068e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	6.39537363616525738053e+01	2.11117698297004086072e+00	-6.23930102859381996439e+00	-4.91710224787056375817e+01	1.47077407520507563277e+02	-3.72202238075116329128e+04	3.13612601154995036268e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-2.04284250557102495804e+01	8.67365845948814495614e-01	1.20586121650627298152e+00	0	
1.10631698138417983055e+09	1.10631698138413119316e+09	1.10631698148105478287e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	1.18270464370679718513e+02	2.61445753030336192069e+00	-6.23930102859381996439e+00	-5.02515458935578465116e+01	1.50318977765064204277e+02	-3.72154390023716478026e+04	1.15444147560302644706e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-1.56436199157251394354e+01	8.67365845948814495614e-01	2.48035152055773622237e+00	0	
1.10631698138417983055e+09	1.10631698138478922844e+09	1.10631698148361825943e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	5.87803419056702125545e+01	1.93832184709226496011e+00	-6.23930102859381996439e+00	-5.00790878619966903784e+01	1.49801603670380728772e+02	-3.72150318748471909203e+04	1.71141751996672542191e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-1.52364923912682570517e+01	8.67365845948814495614e-01	5.61739219108704102013e+00	0	
1.10631698138417983055e+09	1.10631698138413119316e+09	1.10631698142258310318e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	1.06761809788558537093e+01	2.61916645663767599927e+00	-6.23930102859381996439e+00	-4.95684461705791150621e+01	1.48269678596128017034e+02	-3.72128968342353618937e+04	2.85874706131507355167e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-1.31014517794392304495e+01	8.67365845948814495614e-01	1.71942236403260584332e+00	0	
1.10631698138417983055e+09	1.10631698138681125641e+09	1.10631698138413095474e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	1.97425660682350866182e+02	2.56138802490067529760e+00	-6.23930102859381996439e+00	-5.03966308125717290523e+01	1.50754232522105837688e+02	-3.72112131937972153537e+04	1.36889456237597232757e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-1.14178113412926904857e+01	8.67365845948814495614e-01	2.73375843763005210718e+00	0	
1.10631698138417983055e+09	1.10631698138413095474e+09	1.10631698138498544693e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	2.21294006812704935783e+02	1.12348817000923917320e+00	-6.23930102859381996439e+00	-5.06224393421225400402e+01	1.51431658110758291969e+02	-3.72089944245225997292e+04	1.00623783385679541880e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-9.19904206667706603184e+00	8.67365845948814495614e-01	9.02838741927951993205e-01	0	
1.10631698138417983055e+09	1.10631698138674187660e+09	1.10631698138522958755e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	3.20986204810800813902e+02	2.62586984542886703320e-01	-6.23930102859381996439e+00	-5.07192034318429207929e+01	1.51721950379919434226e+02	-3.72086448690719116712e+04	1.23819046572412389651e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-8.84948661598900798708e+00	8.67365845948814495614e-01	3.47871459645053704435e+00	0	
1.10631698138417983055e+09	1.10631698149010372162e+09	1.10631698138437509537e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	2.65064837882522795098e+02	1.18837669957848124369e+00	-6.23930102859381996439e+00	-5.04567142257442071696e+01	1.50934482761623286251e+02	-3.72077792272330916603e+04	2.04819517070787469493e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-7.98384477716899709776e+00	8.67365845948814495614e-01	1.61989139096879397606e+00	0	
