1.10631698138417983055e+09	1.10631698138413119316e+09	1.10631698148007822037e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	1.04282051391421326514e+00	-6.23930102859381996439e+00	-4.98324717572169078039e+01	1.49061755356041373943e+02	-3.72192085374034504639e+04	1.90386947449711988156e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-1.94131549475278006867e+01	8.67365845948814495614e-01	7.07603337685336413188e+01	1.76914586301256182566e+00	
1.10631698138417983055e+09	1.10631698138413167000e+09	1.10631698138669443130e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	2.30024084740675593963e+00	-6.23930102859381996439e+00	-4.93535404856131947327e+01	1.47624961541230248940e+02	-3.72129601385780333658e+04	3.23875828906449078204e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-1.31647561221107025631e+01	8.67365845948814495614e-01	3.07318254117827436289e+01	5.57676681131725171525e+00	
1.10631698138417983055e+09	1.10631698138524460793e+09	1.10631698144479990005e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	3.06170640133491156476e+00	-6.23930102859381996439e+00	-4.97635505037425858177e+01	1.48854991595618429301e+02	-3.72121463609520797036e+04	2.43596871102833028999e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-1.23509784961570403539e+01	8.67365845948814495614e-01	1.67636182445342640790e+01	3.75616400547180973035e+00	
1.10631698138417983055e+09	1.10631698138417983055e+09	1.10631698138510751724e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	1.88991701195515560130e-01	-6.23930102859381996439e+00	-4.96131064047205825318e+01	1.48403659298552412338e+02	-3.72077599777509021806e+04	2.60629513241892891529e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-7.96459529497951734811e+00	8.67365845948814495614e-01	8.40151036483406130628e+01	1.66109018777468619987e+00	
1.10631698138417983055e+09	1.10631698138733410835e+09	1.10631698144687509537e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	1.05575701235830465841e+00	-6.23930102859381996439e+00	-5.03092671583129913415e+01	1.50492141559329638767e+02	-3.72068884962758311303e+04	1.55825759684793069937e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-7.09311381990846712142e+00	8.67365845948814495614e-01	3.49867882187689573925e+01	5.93607281978949519186e+00	
1.10631698138417983055e+09	1.10631698138854598999e+09	1.10631698145126962662e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	2.58380290872933260360e+00	-6.23930102859381996439e+00	-5.02531579789860387564e+01	1.50323814021348766801e+02	-3.72038155310367219499e+04	2.30794971146721491095e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-4.02014858079928671941e+00	8.67365845948814495614e-01	6.67500236025424413810e+01	5.32440300018947887395e+00	
1.10631698138417983055e+09	1.10631698139113211632e+09	1.10631698145859384537e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	3.10587317461422296461e+00	-6.23930102859381996439e+00	-5.04791877216018036734e+01	1.51001903249196061552e+02	-3.72035767026538887876e+04	1.85614373943642340237e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-3.78132019796612439677e+00	8.67365845948814495614e-01	5.62388020179636072271e+01	4.29996964063394049305e+00	
1.10631698138417983055e+09	1.10631698143349194527e+09	1.10631698141489267349e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	2.96393860770106598590e-01	-6.23930102859381996439e+00	-5.05278962044603972004e+01	1.51148028697771849238e+02	-3.72019906070757133421e+04	2.28782733655929723682e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-2.19522461979067884386e+00	8.67365845948814495614e-01	9.40525274065297480774e+01	2.27445457550154994664e+00	
1.10631698138417983055e+09	1.10631698138474178314e+09	1.10631698138571786880e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	2.78109981061385225232e+00	-6.23930102859381996439e+00	-4.99646668186257087996e+01	1.49458340540267784036e+02	-3.72018968411060122889e+04	2.94869809867385038160e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-2.10145865008962573484e+00	8.67365845948814495614e-01	1.18088237694690754154e+01	5.48661243721619307223e+00	
1.10631698138417983055e+09	1.10631698139219403267e+09	1.10631698143417978287e+09	1.10631698148417973518e+09	2.70130074767605032893e-01	2.02970818810263864407e+00	-6.23930102859381996439e+00	-5.06120839069591355042e+01	1.51400591805268078360e+02	-3.72017127827666045050e+04	1.56618048045982368421e+03	1.23888790517352135794e+04	1.23076773508263868280e+04	1.25032389798943222559e+04	-1.91740031068184180185e+00	8.67365845948814495614e-01	5.80306893547153066493e+01	4.37175395784592080162e+00	
