time_min	time_mean	time_maxl	time_max	ra	quality	psi	logw	loghrss	logprior	logl	frequency	deltaloglv1	deltalogll1	deltaloglh1	deltalogl	dec	alpha	lal_approximant	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143857e+09	1.10631698148418e+09	8.04744482040405e-01	4.66611168099087e+01	2.87511984656579e+00	-2.29307716873923e+01	-4.93929874298820e+01	1.47764313142059e+02	-3.79400371418679e+04	2.23405435179540e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50485146287421e+02	8.49215924739838e-01	3.27038797265836e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143857e+09	1.10631698148418e+09	8.04744482040405e-01	4.49478448818866e+01	3.05964817766475e+00	-2.26138866330110e+01	-4.92903113958390e+01	1.47456285039930e+02	-3.79400032795672e+04	2.23631313451085e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50519008588104e+02	8.49215924739838e-01	2.72183827115929e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143857e+09	1.10631698148418e+09	8.04744482040405e-01	4.69164395430253e+01	2.99449962516181e+00	-2.29410798765700e+01	-4.94169306365819e+01	1.47836142762158e+02	-3.79399944629932e+04	2.22764397919577e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50527825162142e+02	8.49215924739838e-01	2.63427789743368e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143760e+09	1.10631698148418e+09	8.04744482040405e-01	4.14240888794559e+01	2.47189983094175e-01	-2.24689428099645e+01	-4.90704128135857e+01	1.46796589293170e+02	-3.79399751186911e+04	2.22125917537343e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50547169464218e+02	8.49215924739838e-01	2.07901666760689e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143857e+09	1.10631698148418e+09	8.04744482040405e-01	5.40944833882346e+01	2.80822564253095e+00	-2.22899969682061e+01	-4.93283248193128e+01	1.47570325310351e+02	-3.79399732700879e+04	2.22677054227545e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50549018067366e+02	8.49215924739838e-01	2.96253962811963e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143857e+09	1.10631698148418e+09	8.04744482040405e-01	5.16228974802115e+01	1.22484224534949e+00	-2.23221439837546e+01	-4.92317424121618e+01	1.47280578088898e+02	-3.79399428959513e+04	2.23053506523212e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50579392204039e+02	8.49215924739838e-01	6.22736026322776e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143870e+09	1.10631698148418e+09	8.04744482040405e-01	4.98683540003957e+01	1.93887848488264e+00	-2.29966246798459e+01	-4.90938402304228e+01	1.46866871543681e+02	-3.79399329073932e+04	2.22930872515759e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50589380762103e+02	8.49215924739838e-01	1.94123085744669e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143845e+09	1.10631698148418e+09	8.04744482040405e-01	4.81831507634523e+01	5.74402351269007e-01	-2.17480642316202e+01	-4.93830865200680e+01	1.47734610412617e+02	-3.79399197924117e+04	2.23581415177131e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50602495743617e+02	8.49215924739838e-01	1.78215440558551e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143857e+09	1.10631698148418e+09	8.04744482040405e-01	4.29247438952630e+01	1.31963356311604e+00	-2.31231300310141e+01	-4.93347709378778e+01	1.47589663666046e+02	-3.79399187939909e+04	2.22668312805209e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50603494164403e+02	8.49215924739838e-01	2.87251398098897e-02	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143857e+09	1.10631698148418e+09	8.04744482040405e-01	5.06406218043311e+01	1.34364838338547e+00	-2.08583903079885e+01	-4.94881058247662e+01	1.48049668326711e+02	-3.79399099799675e+04	2.22863821577444e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50612308187847e+02	8.49215924739838e-01	6.16076824870982e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143845e+09	1.10631698148418e+09	8.04744482040405e-01	4.30889246090445e+01	6.59070303034897e-01	-2.26802080388806e+01	-4.93795115018628e+01	1.47723885358001e+02	-3.79399075152440e+04	2.23399988297490e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50614772911300e+02	8.49215924739838e-01	2.01408374484009e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143870e+09	1.10631698148418e+09	8.04744482040405e-01	4.20983677242840e+01	5.78981464596348e-01	-2.27198542626398e+01	-4.92973908334332e+01	1.47477523352712e+02	-3.79399048145258e+04	2.23214103871926e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50617473629522e+02	8.49215924739838e-01	4.98430039110154e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143857e+09	1.10631698148418e+09	8.04744482040405e-01	5.33991200076121e+01	2.75893738765372e+00	-2.21021522550891e+01	-4.91892922968660e+01	1.47153227743011e+02	-3.79399018892275e+04	2.23450076942904e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50620398927807e+02	8.49215924739838e-01	2.78998711039464e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143857e+09	1.10631698148418e+09	8.04744482040405e-01	4.42547212585125e+01	2.99779922047433e+00	-2.11878812974996e+01	-4.95065790000152e+01	1.48105087852458e+02	-3.79398955087257e+04	2.23555073329967e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50626779429636e+02	8.49215924739838e-01	2.88797915380989e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143857e+09	1.10631698148418e+09	8.04744482040405e-01	4.39603279765721e+01	3.05703913317081e+00	-2.22855102657442e+01	-4.92748517772930e+01	1.47409906184292e+02	-3.79398952792517e+04	2.22829012230905e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50627008903626e+02	8.49215924739838e-01	2.57783937484762e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143870e+09	1.10631698148418e+09	8.04744482040405e-01	4.98266696193238e+01	1.94990392189891e+00	-2.27313597764855e+01	-4.91004701269785e+01	1.46886761233348e+02	-3.79398947004632e+04	2.22926719374779e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50627587692150e+02	8.49215924739838e-01	1.95837128641240e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143870e+09	1.10631698148418e+09	8.04744482040405e-01	5.69627309223105e+01	1.98574460139849e+00	-2.29781900811671e+01	-4.92431804074324e+01	1.47314892074710e+02	-3.79398899951192e+04	2.23703486112125e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50632293036113e+02	8.49215924739838e-01	1.88395394416705e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143845e+09	1.10631698148418e+09	8.04744482040405e-01	4.63318844246512e+01	6.39044052068035e-01	-2.28665837762697e+01	-4.94537799879906e+01	1.47946690816385e+02	-3.79398859151211e+04	2.23315389375733e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50636373034249e+02	8.49215924739838e-01	1.89767461392341e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143894e+09	1.10631698148418e+09	8.04744482040405e-01	5.23630768498573e+01	1.83964599078347e+00	-2.31209671662557e+01	-4.91288603453362e+01	1.46971931888421e+02	-3.79398821349116e+04	2.23146238113651e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50640153243665e+02	8.49215924739838e-01	5.15997383842311e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143894e+09	1.10631698148418e+09	8.04744482040405e-01	4.14860055520776e+01	1.84875323697097e+00	-2.19074466521674e+01	-4.91886157324111e+01	1.47151198049646e+02	-3.79398805108065e+04	2.24015875046143e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50641777348770e+02	8.49215924739838e-01	5.21802199605830e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143882e+09	1.10631698148418e+09	8.04744482040405e-01	4.10804173984539e+01	1.15884095384668e+00	-2.31187103543473e+01	-4.91450984195076e+01	1.47020646110935e+02	-3.79398688811997e+04	2.24029428825402e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50653406955622e+02	8.49215924739838e-01	2.83103928795917e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143870e+09	1.10631698148418e+09	8.04744482040405e-01	4.66892052158684e+01	4.82985575106570e-01	-2.31597889477115e+01	-4.93972183836912e+01	1.47777006003486e+02	-3.79398623971709e+04	2.23416580631882e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50659890984454e+02	8.49215924739838e-01	5.26541334795853e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143870e+09	1.10631698148418e+09	8.04744482040405e-01	4.21316361815915e+01	5.37279983185682e-01	-2.25054260538262e+01	-4.91577501146742e+01	1.47058601196435e+02	-3.79398549924139e+04	2.23506854767503e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50667295741441e+02	8.49215924739838e-01	5.19102728362122e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143772e+09	1.10631698148418e+09	8.04744482040405e-01	4.73650910602234e+01	9.96641300880629e-01	-2.17561442061680e+01	-4.90887114678739e+01	1.46851485256034e+02	-3.79398535037667e+04	2.22586284834021e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50668784388574e+02	8.49215924739838e-01	5.67700924713936e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143857e+09	1.10631698148418e+09	8.04744482040405e-01	4.17050949463410e+01	2.95883126825644e+00	-2.21078783351899e+01	-4.94392180045884e+01	1.47903004866178e+02	-3.79398497821164e+04	2.22381046076391e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50672506038951e+02	8.49215924739838e-01	2.80934695863723e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143845e+09	1.10631698148418e+09	8.04744482040405e-01	4.70462364571836e+01	2.26148847680748e+00	-2.09730814484861e+01	-4.94481414032685e+01	1.47929775062218e+02	-3.79398490684234e+04	2.23401103643206e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50673219731878e+02	8.49215924739838e-01	5.05831342647538e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143845e+09	1.10631698148418e+09	8.04744482040405e-01	4.54502213827741e+01	4.28226949794440e-01	-2.23734677946321e+01	-4.93339526658347e+01	1.47587208849917e+02	-3.79398318823944e+04	2.23084595754053e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50690405760892e+02	8.49215924739838e-01	1.48248921226159e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143882e+09	1.10631698148418e+09	8.04744482040405e-01	4.68749449593947e+01	2.77109349450527e+00	-2.26916203857747e+01	-4.92090252833477e+01	1.47212426702456e+02	-3.79398307023519e+04	2.22946392003593e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50691585803390e+02	8.49215924739838e-01	5.94376379762409e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143857e+09	1.10631698148418e+09	8.04744482040405e-01	5.56863892944609e+01	1.14382636190926e+00	-2.16422772560412e+01	-4.92948862544715e+01	1.47470009615827e+02	-3.79398276601788e+04	2.23175240628945e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50694627976467e+02	8.49215924739838e-01	6.13865962248818e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143845e+09	1.10631698148418e+09	8.04744482040405e-01	5.06115513994138e+01	2.18665665642313e+00	-2.24004915269874e+01	-4.93717554889096e+01	1.47700617319142e+02	-3.79398253926289e+04	2.23108865118529e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50696895526366e+02	8.49215924739838e-01	4.89630435087402e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143857e+09	1.10631698148418e+09	8.04744482040405e-01	4.72421355939388e+01	1.38634693544405e+00	-2.21632296071132e+01	-4.94328444176360e+01	1.47883884105321e+02	-3.79398243978856e+04	2.22740833041148e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50697890269694e+02	8.49215924739838e-01	6.27957051866135e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143870e+09	1.10631698148418e+09	8.04744482040405e-01	4.40906891924736e+01	2.11769825193085e+00	-2.27140865479165e+01	-4.94269220925664e+01	1.47866117130112e+02	-3.79398166207521e+04	2.24062300226182e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50705667403214e+02	8.49215924739838e-01	1.93875524266305e+00	0.00000000000000e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143894e+09	1.10631698148418e+09	8.04744482040405e-01	4.60273294982346e+01	2.43089661251636e-01	-2.21236453228544e+01	-4.90167091184980e+01	1.46635478207907e+02	-3.79398009552599e+04	2.23037942762559e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.50721332895424e+02	8.49215924739838e-01	1.95509924617043e+00	0.00000000000000e+00	
