1106316979.434180	-5.79493e-69
1106316979.434302	-3.37661e-43
1106316979.434424	-7.36089e-42
1106316979.434546	2.80123e-41
1106316979.434668	3.48842e-41
1106316979.434790	-1.51801e-41
1106316979.434912	-1.30231e-40
1106316979.435034	-2.23343e-41
1106316979.435156	1.08915e-40
1106316979.435278	2.95055e-42
1106316979.435400	-7.20161e-41
1106316979.435523	-1.46244e-40
1106316979.435645	7.81187e-41
1106316979.435767	1.9521e-40
1106316979.435889	3.33492e-41
1106316979.436011	2.53579e-40
1106316979.436133	1.5344e-40
1106316979.436255	-3.74534e-40
1106316979.436377	-1.94252e-40
1106316979.436499	-4.40205e-41
1106316979.436621	-1.45115e-39
1106316979.436743	-3.15711e-40
1106316979.436865	-1.58744e-39
1106316979.436987	-5.6167e-40
1106316979.437109	1.63614e-39
1106316979.437232	1.23591e-39
1106316979.437354	1.11604e-39
1106316979.437476	2.33059e-39
1106316979.437598	-1.16465e-39
1106316979.437720	-2.29678e-39
1106316979.437842	-1.35186e-39
1106316979.437964	3.10979e-39
1106316979.438086	-4.05574e-39
1106316979.438208	-3.68823e-39
1106316979.438330	-3.62641e-39
1106316979.438452	1.59504e-39
1106316979.438574	4.60864e-39
1106316979.438696	-2.65077e-39
1106316979.438818	5.1342e-39
1106316979.438941	1.98086e-39
1106316979.439063	3.83456e-39
1106316979.439185	-5.7003e-39
1106316979.439307	2.79084e-39
1106316979.439429	5.94719e-39
1106316979.439551	-2.84455e-39
1106316979.439673	-5.63389e-39
1106316979.439795	-2.97944e-39
1106316979.439917	6.81102e-39
1106316979.440039	4.18315e-39
1106316979.440161	4.16139e-39
1106316979.440283	8.06016e-39
1106316979.440405	-4.63475e-39
1106316979.440527	-1.5816e-39
1106316979.440650	1.63938e-38
1106316979.440772	-1.57307e-39
1106316979.440894	-5.67044e-39
1106316979.441016	1.0561e-38
1106316979.441138	4.97651e-39
1106316979.441260	7.0135e-39
1106316979.441382	9.49905e-39
1106316979.441504	-3.38745e-39
1106316979.441626	-1.26983e-38
1106316979.441748	-2.17676e-39
