1106316979.434180	1.75564e-57
1106316979.434302	1.07621e-31
1106316979.434424	4.30489e-31
1106316979.434546	9.6861e-31
1106316979.434668	1.72199e-30
1106316979.434790	2.69064e-30
1106316979.434912	3.87456e-30
1106316979.435034	5.27375e-30
1106316979.435156	6.88824e-30
1106316979.435278	8.718e-30
1106316979.435400	1.07631e-29
1106316979.435523	1.30234e-29
1106316979.435645	1.54991e-29
1106316979.435767	1.81901e-29
1106316979.435889	2.10963e-29
1106316979.436011	2.42179e-29
1106316979.436133	2.75548e-29
1106316979.436255	3.1107e-29
1106316979.436377	3.48746e-29
1106316979.436499	3.88575e-29
1106316979.436621	4.30556e-29
1106316979.436743	4.74692e-29
1106316979.436865	5.2098e-29
1106316979.436987	5.69422e-29
1106316979.437109	6.20017e-29
1106316979.437232	6.72765e-29
1106316979.437354	7.27666e-29
1106316979.437476	7.84721e-29
1106316979.437598	8.4393e-29
1106316979.437720	9.05291e-29
1106316979.437842	9.68806e-29
1106316979.437964	1.03447e-28
1106316979.438086	1.10229e-28
1106316979.438208	1.17227e-28
1106316979.438330	1.2444e-28
1106316979.438452	1.31868e-28
1106316979.438574	1.39511e-28
1106316979.438696	1.4737e-28
1106316979.438818	1.55444e-28
1106316979.438941	1.63733e-28
1106316979.439063	1.72238e-28
1106316979.439185	1.80958e-28
1106316979.439307	1.89893e-28
1106316979.439429	1.99043e-28
1106316979.439551	2.08409e-28
1106316979.439673	2.1799e-28
1106316979.439795	2.27787e-28
1106316979.439917	2.37798e-28
1106316979.440039	2.48025e-28
1106316979.440161	2.58467e-28
1106316979.440283	2.69124e-28
1106316979.440405	2.79997e-28
1106316979.440527	2.91085e-28
1106316979.440650	3.02388e-28
1106316979.440772	3.13906e-28
1106316979.440894	3.25639e-28
1106316979.441016	3.37588e-28
1106316979.441138	3.49752e-28
1106316979.441260	3.62131e-28
1106316979.441382	3.74725e-28
1106316979.441504	3.87534e-28
1106316979.441626	4.00559e-28
1106316979.441748	4.13798e-28
1106316979.441870	4.27253e-28
1106316979.441992	4.40923e-28
1106316979.442114	4.54808e-28
1106316979.442236	4.68908e-28
1106316979.442358	4.83223e-28
1106316979.442481	4.97753e-28
1106316979.442603	5.12498e-28
1106316979.442725	5.27459e-28
1106316979.442847	5.42634e-28
1106316979.442969	5.58024e-28
1106316979.443091	5.7363e-28
1106316979.443213	5.8945e-28
1106316979.443335	6.05485e-28
1106316979.443457	6.21735e-28
1106316979.443579	6.38201e-28
1106316979.443701	6.54881e-28
1106316979.443823	6.71776e-28
1106316979.443945	6.88886e-28
1106316979.444067	7.06211e-28
1106316979.444190	7.2375e-28
1106316979.444312	7.41505e-28
1106316979.444434	7.59474e-28
1106316979.444556	7.77659e-28
1106316979.444678	7.96057e-28
1106316979.444800	8.14671e-28
1106316979.444922	8.335e-28
1106316979.445044	8.52543e-28
1106316979.445166	8.71801e-28
1106316979.445288	8.91274e-28
1106316979.445410	9.10961e-28
1106316979.445532	9.30863e-28
1106316979.445654	9.5098e-28
1106316979.445776	9.71311e-28
1106316979.445899	9.91857e-28
1106316979.446021	1.01262e-27
1106316979.446143	1.03359e-27
1106316979.446265	1.05478e-27
1106316979.446387	1.07619e-27
1106316979.446509	1.09781e-27
1106316979.446631	1.11964e-27
1106316979.446753	1.14169e-27
1106316979.446875	1.16395e-27
1106316979.446997	1.18642e-27
1106316979.447119	1.20912e-27
1106316979.447241	1.23202e-27
1106316979.447363	1.25514e-27
1106316979.447485	1.27847e-27
1106316979.447608	1.30202e-27
1106316979.447730	1.32578e-27
1106316979.447852	1.34976e-27
1106316979.447974	1.37395e-27
1106316979.448096	1.39836e-27
1106316979.448218	1.42298e-27
1106316979.448340	1.44781e-27
1106316979.448462	1.47286e-27
1106316979.448584	1.49812e-27
1106316979.448706	1.52359e-27
1106316979.448828	1.54928e-27
1106316979.448950	1.57519e-27
1106316979.449072	1.6013e-27
1106316979.449194	1.62764e-27
1106316979.449317	1.65418e-27
1106316979.449439	1.68094e-27
1106316979.449561	1.70791e-27
1106316979.449683	1.7351e-27
1106316979.449805	1.7625e-27
1106316979.449927	1.79012e-27
1106316979.450049	1.81795e-27
1106316979.450171	1.84599e-27
1106316979.450293	1.87424e-27
1106316979.450415	1.90271e-27
1106316979.450537	1.9314e-27
1106316979.450659	1.96029e-27
1106316979.450781	1.9894e-27
1106316979.450903	2.01873e-27
1106316979.451025	2.04826e-27
1106316979.451148	2.07801e-27
1106316979.451270	2.10798e-27
1106316979.451392	2.13815e-27
1106316979.451514	2.16855e-27
1106316979.451636	2.19915e-27
1106316979.451758	2.22997e-27
1106316979.451880	2.261e-27
1106316979.452002	2.29224e-27
1106316979.452124	2.3237e-27
1106316979.452246	2.35537e-27
1106316979.452368	2.38725e-27
1106316979.452490	2.41935e-27
1106316979.452612	2.45166e-27
1106316979.452734	2.48418e-27
1106316979.452857	2.51692e-27
1106316979.452979	2.54986e-27
1106316979.453101	2.58303e-27
1106316979.453223	2.6164e-27
1106316979.453345	2.64999e-27
1106316979.453467	2.68379e-27
1106316979.453589	2.7178e-27
1106316979.453711	2.75203e-27
1106316979.453833	2.78647e-27
1106316979.453955	2.82112e-27
1106316979.454077	2.85598e-27
1106316979.454199	2.89106e-27
1106316979.454321	2.92635e-27
1106316979.454443	2.96186e-27
1106316979.454566	2.99757e-27
1106316979.454688	3.0335e-27
1106316979.454810	3.06964e-27
