time_min	time_mean	time_maxl	time_max	ra	psi	logw	loghrss	logprior	logl	frequency	deltaloglv1	deltalogll1	deltaloglh1	deltalogl	dec	bandwidth	alpha	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.78129558560717e+00	-3.76032303380684e+01	-4.94781593938715e+01	1.33129182489873e+02	-3.78973920488198e+04	1.52717349548598e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93130239335544e+02	8.49215924739838e-01	9.83096738096106e+01	2.52321010658617e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.19052670065084e+00	-3.40149032102844e+01	-4.93257605094167e+01	1.32020977926637e+02	-3.78973901895864e+04	1.52636013251188e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93132098568880e+02	8.49215924739838e-01	9.96389581434318e+01	5.60547357645043e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.16941230440178e+00	-3.74212832000904e+01	-4.93558298834810e+01	1.31964122948464e+02	-3.78973894221050e+04	1.53294016333222e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93132866050335e+02	8.49215924739838e-01	9.99343447502675e+01	5.61430330400008e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.74289024607465e+00	-3.79863789454994e+01	-4.94296496240940e+01	1.33189531615477e+02	-3.78973815563200e+04	1.52600394802727e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93140731835265e+02	8.49215924739838e-01	9.78816133458738e+01	2.54708091859558e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.19428179800810e+00	-3.70976936141917e+01	-4.94300162604751e+01	1.32380371501754e+02	-3.78973795163805e+04	1.54504679437805e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93142771774830e+02	8.49215924739838e-01	9.95449381993460e+01	5.77261199133722e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143528e+09	1.10631698148418e+09	8.04744482040405e-01	2.24379373948184e+00	-3.77339297713137e+01	-4.94643274040157e+01	1.32686739683247e+02	-3.78973789945076e+04	1.53224564173659e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93143293647663e+02	8.49215924739838e-01	9.91326159592867e+01	2.20048059395677e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143528e+09	1.10631698148418e+09	8.04744482040405e-01	2.24379373948184e+00	-3.81838831442685e+01	-4.94643274040157e+01	1.32686739683247e+02	-3.78973789945076e+04	1.53224564173659e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93143293647663e+02	8.49215924739838e-01	9.91326159592867e+01	2.20048059395677e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.71135952063941e+00	-3.81323556955738e+01	-4.93939643454932e+01	1.32761185052032e+02	-3.78973785051458e+04	1.52425837587084e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93143783009509e+02	8.49215924739838e-01	9.85479870039161e+01	2.58328385575788e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.16996123112974e+00	-3.80111486464217e+01	-4.94241263612132e+01	1.33093253784302e+02	-3.78973769707090e+04	1.51935777501584e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93145317446309e+02	8.49215924739838e-01	9.80477939671574e+01	5.72665531080392e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.20443392249706e+00	-3.82147980524036e+01	-4.94948899320770e+01	1.32879207544787e+02	-3.78973758550833e+04	1.53579524785095e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93146433072012e+02	8.49215924739838e-01	9.89270671053519e+01	5.68205070382701e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.83198968584644e+00	-3.80073843020315e+01	-4.93941693311311e+01	1.32250160337126e+02	-3.78973744466248e+04	1.53860010801000e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93147841530525e+02	8.49215924739838e-01	9.95906742895901e+01	2.44816898655323e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.77662679600600e+00	-3.79727782892269e+01	-4.93541744771437e+01	1.32200390695473e+02	-3.78973676396945e+04	1.53783084792457e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93154648460761e+02	8.49215924739838e-01	9.94488826206870e+01	2.57169793079711e+00	
